1,16,4,40,93,87,0.2154079270515986,26.658769664033635,0.008752456,0
1,24,3,40,93,87,0.3285882036550247,19.84363877921587,0.05391455,0
1,6,4,38,93,87,0.24870998909352282,15.88238017426859,0.08084221,0
1,24,4,40,93,87,0.6875682269849009,9.068627239003705,0.45647225,1
1,16,1,40,93,87,0.27397855591572917,28.111385593741197,0.025283428,0
1,16,7,40,93,87,0.4624310645887948,16.709278859364346,0.08769846,0
1,2,1,40,93,87,0.21084356874411453,35.18934497827432,0.0064322916,0
1,16,2,40,91,87,0.2837626126099709,28.001607096736432,0.017197473,0
1,22,1,40,91,87,0.6815934596067567,11.24455423749648,0.19759402,0
-1,22,1,37,93,87,0.6381433685590152,10.220078277586726,0.08205735,0
1,22,1,37,93,87,0.6846171643127807,10.58489489791939,0.069981925,0
1,22,4,38,93,87,0.4785095416902285,16.16230181626368,0.10398768,0
1,24,7,37,93,87,0.7309841494942884,9.489467845985883,0.12808123,0
1,22,7,38,93,87,0.48364494297395677,15.9248233899155,0.13015057,0
1,22,1,38,93,87,0.5418460328264587,13.446189051177294,0.37418213,0
-1,5,2,37,93,87,0.6456960347347576,8.987213138676525,0.06981541,1
-1,3,2,37,93,87,0.596708359068954,9.558765610684263,0.06422861,0
1,22,7,38,93,87,0.36617448910626543,21.260761980700508,0.044264324,0
1,22,1,38,93,87,0.39848422877122713,19.757024067404487,0.098247774,0
1,12,1,40,93,87,0.30634931041249713,24.03081355260367,0.05298618,0
1,22,1,38,95,87,0.39626444948040684,19.91230775173988,0.0612357,0
1,9,3,40,93,62,0.24561344066466945,32.403857795021885,0.02534953,0
1,16,1,38,95,87,0.5595301441331405,12.095040305844378,0.12074393,0
1,22,1,38,93,87,0.22431945521739655,29.402891014320346,0.018506967,0
1,9,1,40,93,87,0.3080055988621241,25.24143419063188,0.032315265,0
1,22,6,38,93,87,0.41924067546456534,18.56071119327058,0.16257137,0
1,9,5,40,93,88,0.6435011087932844,12.0,0.7835,1
-1,16,8,40,93,87,0.8106098521080398,9.313431161500038,0.33256638,0
-1,24,1,37,93,87,1.2627435457711198,5.215361924162122,0.16177641,0
1,15,1,40,93,87,0.3885118164937771,18.291528093628475,0.06362023,1
1,3,2,37,93,87,0.8273309598413389,8.215229759416347,0.105563134,0
1,13,2,38,93,87,0.3146816128725003,24.312959507225777,0.05953594,0
1,21,4,40,91,87,0.46916225897980257,12.445079348883233,0.11272051,0
1,15,8,40,93,87,0.38598952983793194,20.43526363911169,0.052200932,0
1,24,1,40,93,87,0.2573850126097623,27.907884190672707,0.026945202,0
1,23,7,37,93,87,0.4610683958549456,16.639711535961197,0.044886697,0
1,23,3,38,93,62,0.27035560613706905,28.1513765205185,0.055207707,0
1,15,1,40,93,87,0.3495121703960473,22.580079716422617,0.0535562,0
1,19,7,38,93,87,0.2616297230786381,26.11991577321795,0.031019514,0
1,24,1,40,95,87,0.9917894179066706,7.2532751223154355,0.2766022,0
1,5,2,37,93,87,1.2473217654112871,5.4230987451825,0.3426257,0
1,23,1,38,95,87,0.3365356765077654,11.315917991926243,0.115233235,1
-1,22,3,38,93,87,0.7473970144831079,10.200490184299971,0.1136582,1
1,15,1,40,93,87,0.30267473882619106,25.01459573928789,0.04567424,0
1,23,6,38,93,87,0.49751908957975144,10.360019305001318,0.13283968,0
1,23,1,40,95,87,0.440838125874643,11.822859214251006,0.078109145,0
1,22,1,38,93,87,0.31920760881433896,21.252999788265186,0.02638637,0
-1,3,3,37,93,87,0.8747937145970992,7.839005038906401,0.09265231,0
1,21,3,40,93,87,0.21527618302193574,21.245470105413062,0.010786195,0
1,23,4,38,93,87,0.3310982021568535,16.70269439342048,0.056803092,0
-1,5,2,37,93,87,0.8588309624517808,8.561541917201595,0.069325164,0
1,19,1,38,93,87,0.8138569609629078,9.207062506576127,0.3641664,1
1,10,4,38,93,87,0.25777659918080753,30.831801763763334,0.019379046,0
1,5,2,37,93,87,0.7220890144382205,9.794386147176347,0.05960661,0
-1,22,2,37,93,87,1.015267233351021,6.152235366108812,0.15033916,0
1,21,6,38,93,87,0.34814642655587336,11.135977729862791,0.1894009,0
1,13,3,40,93,87,0.23968698187709214,26.522443326360413,0.027586933,0
1,10,8,40,93,87,0.22247298847076769,33.35101197864916,0.014199493,0
1,22,1,38,93,87,0.42206369641237296,18.44559568027013,0.11306126,0
1,24,2,40,93,87,0.4758803361482776,12.163058825805292,0.33002067,0
1,22,1,40,93,87,1.1467201315156885,5.866856057549046,0.62983155,1
1,22,4,38,93,87,0.628796286415433,12.165525060596439,0.38936394,1
1,15,9,40,95,87,0.6514441869493389,9.730878685915267,0.14442304,0
1,5,1,40,91,87,0.7977354051823167,8.85663593019381,0.35849044,0
1,3,8,40,93,87,1.0194203621162519,7.102112361825882,0.54918045,0
1,12,4,40,93,87,0.33889417859670806,22.750164834567677,0.044731077,0
1,22,6,40,93,87,0.31016421131174565,17.8331152634642,0.087228894,0
1,24,1,40,93,87,0.5022364204019061,13.600367642089676,0.10639363,0
1,21,1,40,93,87,0.13511748662242462,29.88009370801906,0.006806507,0
1,24,1,40,95,87,0.609327857688251,10.542295765154758,0.121508956,1
-1,21,1,40,95,87,1.75614427679059,3.4132096331752058,0.5479226,1
1,6,1,38,95,87,0.20962680185717764,18.11353085403285,0.019772023,0
1,21,7,37,93,87,0.6465131478772355,10.704204781299726,0.10122118,0
-1,15,1,38,93,87,0.30365273739279836,22.72465621302113,0.037990768,0
1,21,6,40,93,87,0.45471927482096924,15.231546211727819,0.38248014,0
1,21,6,38,93,87,0.2904196816243714,18.363278574372277,0.09049959,0
-1,21,3,37,93,87,0.35061127108112133,12.044085685513869,0.030044334,0
1,23,1,40,93,87,0.315384217394333,14.396180048887969,0.06343192,0
1,9,1,38,95,87,0.3146258836525685,23.7008438668331,0.02633322,0
1,21,3,40,93,62,0.24943207226348252,26.764341949691197,0.044951033,0
1,6,1,38,93,87,0.36662020852652116,21.539266468475663,0.07575099,0
1,21,1,40,93,87,0.40470989985388217,18.107733154649704,0.09313961,0
1,22,1,38,93,87,0.45614024253624896,16.83448840921518,0.107331924,1
1,22,3,38,93,62,0.294259899846371,25.94802497301096,0.06222486,0
1,17,1,38,93,87,0.2543939693165912,29.725410005582766,0.02004997,0
1,21,1,38,95,87,0.36372154383453736,16.56804152578089,0.053425513,0
1,22,6,38,93,87,0.3974043160324289,16.58945448168805,0.36068064,0
1,17,4,38,93,87,0.4084672864081435,19.258504614844842,0.10885255,1
1,7,2,40,93,87,0.31801734603097903,22.188285197373855,0.053997476,0
1,10,4,40,91,87,0.3008423875550702,20.197277044195832,0.033115752,0
1,22,1,38,93,87,0.300780025815537,18.534832073693035,0.030279562,0
1,22,1,40,93,87,0.17852987382820973,15.559562975867928,0.018667642,0
1,3,2,37,93,87,0.5930573203964202,12.349089035228468,0.032940302,0
1,15,2,38,95,87,0.5080765460787571,15.402921800749368,0.1274353,0
